number,group,explode_layer,parent,material,name
10,紧固件,hip_dual_left,left_hip_roll_link,ATRI_fastener,adapter-output-screw-left-0
10,紧固件,hip_dual_left,left_hip_roll_link,ATRI_fastener,adapter-output-screw-left-1
10,紧固件,hip_dual_left,left_hip_roll_link,ATRI_fastener,adapter-output-screw-left-2
10,紧固件,hip_dual_left,left_hip_roll_link,ATRI_fastener,adapter-output-screw-left-3
10,紧固件,hip_dual_right,right_hip_roll_link,ATRI_fastener,adapter-output-screw-right-0
10,紧固件,hip_dual_right,right_hip_roll_link,ATRI_fastener,adapter-output-screw-right-1
10,紧固件,hip_dual_right,right_hip_roll_link,ATRI_fastener,adapter-output-screw-right-2
10,紧固件,hip_dual_right,right_hip_roll_link,ATRI_fastener,adapter-output-screw-right-3
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,adapter-output-screw-trunk-0
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,adapter-output-screw-trunk-1
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,adapter-output-screw-trunk-2
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,adapter-output-screw-trunk-3
6,手臂,arm_left,left_hand,ATRI_al,arm-left-fore-angle
10,紧固件,arm_left,left_hand,ATRI_fastener,arm-left-fore-output-bolt--4.95--4.95
10,紧固件,arm_left,left_hand,ATRI_fastener,arm-left-fore-output-bolt--4.95-4.95
10,紧固件,arm_left,left_hand,ATRI_fastener,arm-left-fore-output-bolt-4.95--4.95
10,紧固件,arm_left,left_hand,ATRI_fastener,arm-left-fore-output-bolt-4.95-4.95
6,手臂,arm_left,left_hand,ATRI_al,arm-left-fore-output-spacer--4.95--4.95-0
6,手臂,arm_left,left_hand,ATRI_al,arm-left-fore-output-spacer--4.95--4.95-1
6,手臂,arm_left,left_hand,ATRI_al,arm-left-fore-output-spacer--4.95-4.95-0
6,手臂,arm_left,left_hand,ATRI_al,arm-left-fore-output-spacer--4.95-4.95-1
6,手臂,arm_left,left_hand,ATRI_al,arm-left-fore-output-spacer-4.95--4.95-0
6,手臂,arm_left,left_hand,ATRI_al,arm-left-fore-output-spacer-4.95--4.95-1
6,手臂,arm_left,left_hand,ATRI_al,arm-left-fore-output-spacer-4.95-4.95-0
6,手臂,arm_left,left_hand,ATRI_al,arm-left-fore-output-spacer-4.95-4.95-1
10,紧固件,gripper_left,left_hand,ATRI_fastener,arm-left-gripper-fixed-aux-nut
10,紧固件,gripper_left,left_hand,ATRI_fastener,arm-left-gripper-fixed-bolt--15.0
10,紧固件,gripper_left,left_hand,ATRI_fastener,arm-left-gripper-fixed-bolt--36.0
7,夹爪,gripper_left,left_hand,ATRI_al,arm-left-gripper-fixed-finger
7,夹爪,gripper_left,left_hand,ATRI_tpu,arm-left-gripper-fixed-pad
7,夹爪,gripper_left,left_hand,ATRI_al,arm-left-gripper-fixed-spacer--15.0
7,夹爪,gripper_left,left_hand,ATRI_al,arm-left-gripper-fixed-spacer--36.0
10,紧固件,gripper_left,left_grip,ATRI_fastener,arm-left-gripper-moving-bolt--4.95--4.95
10,紧固件,gripper_left,left_grip,ATRI_fastener,arm-left-gripper-moving-bolt--4.95-4.95
10,紧固件,gripper_left,left_grip,ATRI_fastener,arm-left-gripper-moving-bolt-4.95--4.95
10,紧固件,gripper_left,left_grip,ATRI_fastener,arm-left-gripper-moving-bolt-4.95-4.95
7,夹爪,gripper_left,left_grip,ATRI_al,arm-left-gripper-moving-finger
7,夹爪,gripper_left,left_grip,ATRI_tpu,arm-left-gripper-moving-pad
7,夹爪,gripper_left,left_grip,ATRI_al,arm-left-gripper-moving-spacer--4.95--4.95-0
10,紧固件,gripper_left,left_grip,ATRI_fastener,arm-left-gripper-moving-spacer--4.95--4.95-1
7,夹爪,gripper_left,left_grip,ATRI_al,arm-left-gripper-moving-spacer--4.95-4.95-0
10,紧固件,gripper_left,left_grip,ATRI_fastener,arm-left-gripper-moving-spacer--4.95-4.95-1
7,夹爪,gripper_left,left_grip,ATRI_al,arm-left-gripper-moving-spacer-4.95--4.95-0
10,紧固件,gripper_left,left_grip,ATRI_fastener,arm-left-gripper-moving-spacer-4.95--4.95-1
7,夹爪,gripper_left,left_grip,ATRI_al,arm-left-gripper-moving-spacer-4.95-4.95-0
10,紧固件,gripper_left,left_grip,ATRI_fastener,arm-left-gripper-moving-spacer-4.95-4.95-1
7,夹爪,gripper_left,left_hand,ATRI_al,arm-left-gripper-pad-support-0
7,夹爪,gripper_left,left_hand,ATRI_al,arm-left-gripper-pad-support-1
10,紧固件,gripper_left,left_hand,ATRI_fastener,arm-left-gripper-pad-support-bolt-0
10,紧固件,gripper_left,left_hand,ATRI_fastener,arm-left-gripper-pad-support-bolt-1
10,紧固件,gripper_left,left_hand,ATRI_fastener,arm-left-gripper-pad-support-nut-0
10,紧固件,gripper_left,left_hand,ATRI_fastener,arm-left-gripper-pad-support-nut-1
6,手臂,arm_left,left_upper,ATRI_al,arm-left-shoulder-angle
10,紧固件,arm_left,left_upper,ATRI_fastener,arm-left-shoulder-output-bolt--4.95--4.95
10,紧固件,arm_left,left_upper,ATRI_fastener,arm-left-shoulder-output-bolt--4.95-4.95
10,紧固件,arm_left,left_upper,ATRI_fastener,arm-left-shoulder-output-bolt-4.95--4.95
10,紧固件,arm_left,left_upper,ATRI_fastener,arm-left-shoulder-output-bolt-4.95-4.95
6,手臂,arm_left,left_upper,ATRI_al,arm-left-shoulder-output-spacer--4.95--4.95-0
6,手臂,arm_left,left_upper,ATRI_al,arm-left-shoulder-output-spacer--4.95-4.95-0
6,手臂,arm_left,left_upper,ATRI_al,arm-left-shoulder-output-spacer-4.95--4.95-0
6,手臂,arm_left,left_upper,ATRI_al,arm-left-shoulder-output-spacer-4.95-4.95-0
6,手臂,arm_left,left_fore,ATRI_al,arm-left-upper-angle
10,紧固件,arm_left,left_fore,ATRI_fastener,arm-left-upper-output-bolt--4.95--4.95
10,紧固件,arm_left,left_fore,ATRI_fastener,arm-left-upper-output-bolt--4.95-4.95
10,紧固件,arm_left,left_fore,ATRI_fastener,arm-left-upper-output-bolt-4.95--4.95
10,紧固件,arm_left,left_fore,ATRI_fastener,arm-left-upper-output-bolt-4.95-4.95
6,手臂,arm_right,right_hand,ATRI_al,arm-right-fore-angle
10,紧固件,arm_right,right_hand,ATRI_fastener,arm-right-fore-output-bolt--4.95--4.95
10,紧固件,arm_right,right_hand,ATRI_fastener,arm-right-fore-output-bolt--4.95-4.95
10,紧固件,arm_right,right_hand,ATRI_fastener,arm-right-fore-output-bolt-4.95--4.95
10,紧固件,arm_right,right_hand,ATRI_fastener,arm-right-fore-output-bolt-4.95-4.95
6,手臂,arm_right,right_hand,ATRI_al,arm-right-fore-output-spacer--4.95--4.95-0
6,手臂,arm_right,right_hand,ATRI_al,arm-right-fore-output-spacer--4.95--4.95-1
6,手臂,arm_right,right_hand,ATRI_al,arm-right-fore-output-spacer--4.95-4.95-0
6,手臂,arm_right,right_hand,ATRI_al,arm-right-fore-output-spacer--4.95-4.95-1
6,手臂,arm_right,right_hand,ATRI_al,arm-right-fore-output-spacer-4.95--4.95-0
6,手臂,arm_right,right_hand,ATRI_al,arm-right-fore-output-spacer-4.95--4.95-1
6,手臂,arm_right,right_hand,ATRI_al,arm-right-fore-output-spacer-4.95-4.95-0
6,手臂,arm_right,right_hand,ATRI_al,arm-right-fore-output-spacer-4.95-4.95-1
10,紧固件,gripper_right,right_hand,ATRI_fastener,arm-right-gripper-fixed-aux-nut
10,紧固件,gripper_right,right_hand,ATRI_fastener,arm-right-gripper-fixed-bolt--15.0
10,紧固件,gripper_right,right_hand,ATRI_fastener,arm-right-gripper-fixed-bolt--36.0
7,夹爪,gripper_right,right_hand,ATRI_al,arm-right-gripper-fixed-finger
7,夹爪,gripper_right,right_hand,ATRI_tpu,arm-right-gripper-fixed-pad
7,夹爪,gripper_right,right_hand,ATRI_al,arm-right-gripper-fixed-spacer--15.0
7,夹爪,gripper_right,right_hand,ATRI_al,arm-right-gripper-fixed-spacer--36.0
10,紧固件,gripper_right,right_grip,ATRI_fastener,arm-right-gripper-moving-bolt--4.95--4.95
10,紧固件,gripper_right,right_grip,ATRI_fastener,arm-right-gripper-moving-bolt--4.95-4.95
10,紧固件,gripper_right,right_grip,ATRI_fastener,arm-right-gripper-moving-bolt-4.95--4.95
10,紧固件,gripper_right,right_grip,ATRI_fastener,arm-right-gripper-moving-bolt-4.95-4.95
7,夹爪,gripper_right,right_grip,ATRI_al,arm-right-gripper-moving-finger
7,夹爪,gripper_right,right_grip,ATRI_tpu,arm-right-gripper-moving-pad
7,夹爪,gripper_right,right_grip,ATRI_al,arm-right-gripper-moving-spacer--4.95--4.95-0
10,紧固件,gripper_right,right_grip,ATRI_fastener,arm-right-gripper-moving-spacer--4.95--4.95-1
7,夹爪,gripper_right,right_grip,ATRI_al,arm-right-gripper-moving-spacer--4.95-4.95-0
10,紧固件,gripper_right,right_grip,ATRI_fastener,arm-right-gripper-moving-spacer--4.95-4.95-1
7,夹爪,gripper_right,right_grip,ATRI_al,arm-right-gripper-moving-spacer-4.95--4.95-0
10,紧固件,gripper_right,right_grip,ATRI_fastener,arm-right-gripper-moving-spacer-4.95--4.95-1
7,夹爪,gripper_right,right_grip,ATRI_al,arm-right-gripper-moving-spacer-4.95-4.95-0
10,紧固件,gripper_right,right_grip,ATRI_fastener,arm-right-gripper-moving-spacer-4.95-4.95-1
7,夹爪,gripper_right,right_hand,ATRI_al,arm-right-gripper-pad-support-0
7,夹爪,gripper_right,right_hand,ATRI_al,arm-right-gripper-pad-support-1
10,紧固件,gripper_right,right_hand,ATRI_fastener,arm-right-gripper-pad-support-bolt-0
10,紧固件,gripper_right,right_hand,ATRI_fastener,arm-right-gripper-pad-support-bolt-1
10,紧固件,gripper_right,right_hand,ATRI_fastener,arm-right-gripper-pad-support-nut-0
10,紧固件,gripper_right,right_hand,ATRI_fastener,arm-right-gripper-pad-support-nut-1
6,手臂,arm_right,right_upper,ATRI_al,arm-right-shoulder-angle
10,紧固件,arm_right,right_upper,ATRI_fastener,arm-right-shoulder-output-bolt--4.95--4.95
10,紧固件,arm_right,right_upper,ATRI_fastener,arm-right-shoulder-output-bolt--4.95-4.95
10,紧固件,arm_right,right_upper,ATRI_fastener,arm-right-shoulder-output-bolt-4.95--4.95
10,紧固件,arm_right,right_upper,ATRI_fastener,arm-right-shoulder-output-bolt-4.95-4.95
6,手臂,arm_right,right_upper,ATRI_al,arm-right-shoulder-output-spacer--4.95--4.95-0
6,手臂,arm_right,right_upper,ATRI_al,arm-right-shoulder-output-spacer--4.95-4.95-0
6,手臂,arm_right,right_upper,ATRI_al,arm-right-shoulder-output-spacer-4.95--4.95-0
6,手臂,arm_right,right_upper,ATRI_al,arm-right-shoulder-output-spacer-4.95-4.95-0
6,手臂,arm_right,right_fore,ATRI_al,arm-right-upper-angle
10,紧固件,arm_right,right_fore,ATRI_fastener,arm-right-upper-output-bolt--4.95--4.95
10,紧固件,arm_right,right_fore,ATRI_fastener,arm-right-upper-output-bolt--4.95-4.95
10,紧固件,arm_right,right_fore,ATRI_fastener,arm-right-upper-output-bolt-4.95--4.95
10,紧固件,arm_right,right_fore,ATRI_fastener,arm-right-upper-output-bolt-4.95-4.95
9,电池,battery,torso,ATRI_elec,battery
10,紧固件,battery,torso,ATRI_fastener,battery-angle-bolt-left-0
10,紧固件,battery,torso,ATRI_fastener,battery-angle-bolt-left-1
10,紧固件,battery,torso,ATRI_fastener,battery-angle-bolt-right-0
10,紧固件,battery,torso,ATRI_fastener,battery-angle-bolt-right-1
9,电池,battery,torso,ATRI_al,battery-angle-left
10,紧固件,battery,torso,ATRI_fastener,battery-angle-nut-left-0
10,紧固件,battery,torso,ATRI_fastener,battery-angle-nut-left-1
10,紧固件,battery,torso,ATRI_fastener,battery-angle-nut-right-0
10,紧固件,battery,torso,ATRI_fastener,battery-angle-nut-right-1
9,电池,battery,torso,ATRI_al,battery-angle-right
9,电池,battery,torso,ATRI_strap,battery-strap-0
9,电池,battery,torso,ATRI_strap,battery-strap-1
9,电池,battery,torso,ATRI_al,battery-support-left
9,电池,battery,torso,ATRI_al,battery-support-right
9,电池,battery,torso,ATRI_al,battery-tray
10,紧固件,battery,torso,ATRI_fastener,battery-tray-bolt-left-0
10,紧固件,battery,torso,ATRI_fastener,battery-tray-bolt-left-1
10,紧固件,battery,torso,ATRI_fastener,battery-tray-bolt-right-0
10,紧固件,battery,torso,ATRI_fastener,battery-tray-bolt-right-1
10,紧固件,battery,torso,ATRI_fastener,battery-tray-nut-left-0
10,紧固件,battery,torso,ATRI_fastener,battery-tray-nut-left-1
10,紧固件,battery,torso,ATRI_fastener,battery-tray-nut-right-0
10,紧固件,battery,torso,ATRI_fastener,battery-tray-nut-right-1
8,电子件,electronics,torso,ATRI_pcb,bus-adapter-000
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-001
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-002
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-003
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-004
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-005
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-006
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-007
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-008
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-009
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-010
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-011
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-012
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-013
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-014
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-015
8,电子件,electronics,torso,ATRI_connector_metal,bus-adapter-016
8,电子件,electronics,torso,ATRI_connector_white,bus-adapter-017
8,电子件,electronics,torso,ATRI_connector_white,bus-adapter-018
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-019
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-020
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-021
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-022
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-023
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-024
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-025
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-026
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-027
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-028
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-029
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-030
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-031
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-032
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-033
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-034
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-035
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-036
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-037
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-038
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-039
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-040
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-041
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-042
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-043
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-044
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-045
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-046
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-047
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-048
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-049
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-050
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-051
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-052
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-053
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-054
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-055
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-056
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-057
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-058
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-059
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-060
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-061
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-062
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-063
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-064
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-065
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-066
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-067
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-068
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-069
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-070
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-071
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-072
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-073
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-074
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-075
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-076
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-077
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-078
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-079
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-080
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-081
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-082
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-083
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-084
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-085
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-086
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-087
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-088
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-089
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-090
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-091
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-092
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-093
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-094
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-095
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-096
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-097
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-098
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-099
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-100
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-101
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-102
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-103
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-104
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-105
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-106
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-107
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-108
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-109
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-110
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-111
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-112
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-113
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-114
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-115
8,电子件,electronics,torso,ATRI_electronics_case,bus-adapter-116
10,紧固件,electronics,torso,ATRI_fastener,bus-board-bolt-0
10,紧固件,electronics,torso,ATRI_fastener,bus-board-bolt-1
10,紧固件,electronics,torso,ATRI_fastener,bus-board-bolt-2
10,紧固件,electronics,torso,ATRI_fastener,bus-board-bolt-3
8,电子件,electronics,torso,ATRI_petg,bus-bridge
10,紧固件,electronics,torso,ATRI_fastener,bus-bridge-bolt-0--1
10,紧固件,electronics,torso,ATRI_fastener,bus-bridge-bolt-0-1
10,紧固件,electronics,torso,ATRI_fastener,bus-bridge-bolt-1--1
10,紧固件,electronics,torso,ATRI_fastener,bus-bridge-bolt-1-1
10,紧固件,electronics,torso,ATRI_fastener,bus-bridge-nut-0--1
10,紧固件,electronics,torso,ATRI_fastener,bus-bridge-nut-0-1
10,紧固件,electronics,torso,ATRI_fastener,bus-bridge-nut-1--1
10,紧固件,electronics,torso,ATRI_fastener,bus-bridge-nut-1-1
10,紧固件,electronics,torso,ATRI_standoff,bus-post-0
10,紧固件,electronics,torso,ATRI_standoff,bus-post-1
10,紧固件,electronics,torso,ATRI_standoff,bus-post-2
10,紧固件,electronics,torso,ATRI_standoff,bus-post-3
10,紧固件,electronics,torso,ATRI_fastener,bus-post-bottom-bolt-0
10,紧固件,electronics,torso,ATRI_fastener,bus-post-bottom-bolt-1
10,紧固件,electronics,torso,ATRI_fastener,bus-post-bottom-bolt-2
10,紧固件,electronics,torso,ATRI_fastener,bus-post-bottom-bolt-3
11,传感器,sensor,head,ATRI_pcb,camera
10,紧固件,sensor,head,ATRI_standoff,camera-pillar-0
10,紧固件,sensor,head,ATRI_standoff,camera-pillar-1
10,紧固件,sensor,head,ATRI_standoff,camera-pillar-2
10,紧固件,sensor,head,ATRI_standoff,camera-pillar-3
10,紧固件,sensor,head,ATRI_fastener,camera-pillar-screw-0
10,紧固件,sensor,head,ATRI_fastener,camera-pillar-screw-1
10,紧固件,sensor,head,ATRI_fastener,camera-pillar-screw-2
10,紧固件,sensor,head,ATRI_fastener,camera-pillar-screw-3
11,传感器,sensor,head,ATRI_electronics_case,camera-rear-envelope
10,紧固件,sensor,head,ATRI_fastener,camera-screw-0
10,紧固件,sensor,head,ATRI_fastener,camera-screw-1
10,紧固件,sensor,head,ATRI_fastener,camera-screw-2
10,紧固件,sensor,head,ATRI_fastener,camera-screw-3
10,紧固件,core,head_yaw_link,ATRI_fastener,case-head-pitch-bolt-0
10,紧固件,core,head_yaw_link,ATRI_fastener,case-head-pitch-bolt-1
10,紧固件,core,head_yaw_link,ATRI_fastener,case-head-pitch-nut-0
10,紧固件,core,head_yaw_link,ATRI_fastener,case-head-pitch-nut-1
10,紧固件,arm_left,left_hand,ATRI_fastener,case-left-fore-bolt-1
6,手臂,arm_left,left_hand,ATRI_al,case-left-fore-jaw-rear
10,紧固件,arm_left,left_hand,ATRI_fastener,case-left-fore-nut-0
10,紧固件,arm_left,left_hand,ATRI_fastener,case-left-fore-nut-1
4,髋部双片,hip_dual_left,left_hip_roll_link,ATRI_al,case-left-pitch-jaw-rear
5,腿,leg_left,left_shank,ATRI_al,case-left-shank-lower-jaw-front
5,腿,leg_left,left_shank,ATRI_al,case-left-shank-lower-jaw-rear
10,紧固件,arm_left,left_upper,ATRI_fastener,case-left-shoulder-bolt-0
10,紧固件,arm_left,left_upper,ATRI_fastener,case-left-shoulder-bolt-1
6,手臂,arm_left,left_upper,ATRI_al,case-left-shoulder-jaw-rear
10,紧固件,arm_left,left_upper,ATRI_fastener,case-left-shoulder-nut-0
10,紧固件,arm_left,left_upper,ATRI_fastener,case-left-shoulder-nut-1
1,外壳,core,torso,ATRI_al,case-left-shoulder-pitch-jaw-front
1,外壳,core,torso,ATRI_al,case-left-shoulder-pitch-jaw-rear
5,腿,leg_left,left_thigh,ATRI_al,case-left-thigh-lower-jaw-front
5,腿,leg_left,left_thigh,ATRI_al,case-left-thigh-lower-jaw-rear
10,紧固件,arm_left,left_fore,ATRI_fastener,case-left-upper-bolt-0
10,紧固件,arm_left,left_fore,ATRI_fastener,case-left-upper-bolt-1
6,手臂,arm_left,left_fore,ATRI_al,case-left-upper-jaw-rear
10,紧固件,arm_left,left_fore,ATRI_fastener,case-left-upper-nut-0
10,紧固件,arm_left,left_fore,ATRI_fastener,case-left-upper-nut-1
10,紧固件,pelvis,pelvis,ATRI_fastener,case-left_hip_roll-bolt-0
10,紧固件,pelvis,pelvis,ATRI_fastener,case-left_hip_roll-bolt-1
2,骨盆,pelvis,pelvis,ATRI_al,case-left_hip_roll-jaw-front
2,骨盆,pelvis,pelvis,ATRI_al,case-left_hip_roll-jaw-rear
10,紧固件,pelvis,pelvis,ATRI_fastener,case-left_hip_roll-nut-0
10,紧固件,pelvis,pelvis,ATRI_fastener,case-left_hip_roll-nut-1
10,紧固件,arm_right,right_hand,ATRI_fastener,case-right-fore-bolt-1
6,手臂,arm_right,right_hand,ATRI_al,case-right-fore-jaw-rear
10,紧固件,arm_right,right_hand,ATRI_fastener,case-right-fore-nut-0
10,紧固件,arm_right,right_hand,ATRI_fastener,case-right-fore-nut-1
4,髋部双片,hip_dual_right,right_hip_roll_link,ATRI_al,case-right-pitch-jaw-rear
5,腿,leg_right,right_shank,ATRI_al,case-right-shank-lower-jaw-front
5,腿,leg_right,right_shank,ATRI_al,case-right-shank-lower-jaw-rear
10,紧固件,arm_right,right_upper,ATRI_fastener,case-right-shoulder-bolt-0
10,紧固件,arm_right,right_upper,ATRI_fastener,case-right-shoulder-bolt-1
6,手臂,arm_right,right_upper,ATRI_al,case-right-shoulder-jaw-rear
10,紧固件,arm_right,right_upper,ATRI_fastener,case-right-shoulder-nut-0
10,紧固件,arm_right,right_upper,ATRI_fastener,case-right-shoulder-nut-1
1,外壳,core,torso,ATRI_al,case-right-shoulder-pitch-jaw-front
1,外壳,core,torso,ATRI_al,case-right-shoulder-pitch-jaw-rear
5,腿,leg_right,right_thigh,ATRI_al,case-right-thigh-lower-jaw-front
5,腿,leg_right,right_thigh,ATRI_al,case-right-thigh-lower-jaw-rear
10,紧固件,arm_right,right_fore,ATRI_fastener,case-right-upper-bolt-0
10,紧固件,arm_right,right_fore,ATRI_fastener,case-right-upper-bolt-1
6,手臂,arm_right,right_fore,ATRI_al,case-right-upper-jaw-rear
10,紧固件,arm_right,right_fore,ATRI_fastener,case-right-upper-nut-0
10,紧固件,arm_right,right_fore,ATRI_fastener,case-right-upper-nut-1
10,紧固件,pelvis,pelvis,ATRI_fastener,case-right_hip_roll-bolt-0
10,紧固件,pelvis,pelvis,ATRI_fastener,case-right_hip_roll-bolt-1
2,骨盆,pelvis,pelvis,ATRI_al,case-right_hip_roll-jaw-front
2,骨盆,pelvis,pelvis,ATRI_al,case-right_hip_roll-jaw-rear
10,紧固件,pelvis,pelvis,ATRI_fastener,case-right_hip_roll-nut-0
10,紧固件,pelvis,pelvis,ATRI_fastener,case-right_hip_roll-nut-1
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,case-trunk-pitch-bolt-1
3,腰部双片,waist_dual,trunk_roll_link,ATRI_al,case-trunk-pitch-jaw-rear
10,紧固件,waist_dual,trunk_roll_link,ATRI_fastener,case-trunk-pitch-nut-1
10,紧固件,pelvis,pelvis,ATRI_fastener,case-trunk_roll-bolt-0
10,紧固件,pelvis,pelvis,ATRI_fastener,case-trunk_roll-bolt-1
